list_no,address_raw,address_norm,list_date,offer_date,settled_date,list_price,sale_price,sqft,year_built
"73285124","30 Eisenhower Cir 4 2","30 EISENHOWER CIR 4 2","2024-09-03","2024-09-08","2024-11-14","1995000","","2961","1973"
"73249895","27 Appleby Rd 4 3","27 APPLEBY RD 4 3","2024-06-09","2024-06-10","2024-08-14","1995000","","2986","1937"
"73243924","55 Arnold Rd 3 2","55 ARNOLD RD 3 2","2024-05-28","2024-05-29","2024-06-19","1995000","","2958","1939"
"73236833","31 College Road 5 3","31 COLLEGE RD 5 3","2024-05-12","2024-05-24","2024-07-16","1995000","","3398","1944"
"73234161","109 Suffolk Rd 4 2","109 SUFFOLK RD 4 2","2024-05-06","2024-05-16","2024-06-27","1995000","","2588","1958"
"73226868","46 Overbrook Dr 4 3","46 OVERBROOK DR 4 3","2024-04-21","2024-05-15","2024-06-19","1995000","","3726","2021"
"73224956","96 Bristol Road 4 2","96 BRISTOL RD 4 2","2024-04-16","2024-04-21","2024-06-20","1995000","","2422","1948"
"73219987","40 Audubon Rd 4 2","40 AUDUBON RD 4 2","2024-04-03","2024-04-08","2024-05-29","1995000","","2810","1979"
"73174055","51 Overbrook Dr 4 3","51 OVERBROOK DR 4 3","2023-10-24","2023-10-30","2024-01-16","1995000","","3699","2016"
"73171428","25 Francis Rd 4 3","25 FRANCIS RD 4 3","2023-10-17","2023-10-18","2023-12-12","1995000","","3021","1927"
"73155582","759 Worcester Street 5 3","759 WORCESTER ST 5 3","2023-09-05","2024-01-21","2024-03-05","1995000","","4751","2001"
"73139549","106 Benvenue St 5 3","106 BENVENUE ST 5 3","2023-07-21","2023-08-07","2023-08-20","1995000","","3656","1740"
"73118431","3 Bryn Mawr Road 5 5","3 BRYN MAWR RD 5 5","2023-05-30","2023-06-08","2023-07-19","1995000","","4345","2005"
"73104344","59 Standish Rd 7 6","59 STANDISH RD 7 6","2023-04-26","2023-11-10","2024-01-21","1995000","","5914","1946"
"73104064","27 Boulder Brook Road 4 2","27 BOULDER BROOK RD 4 2","2023-04-26","2023-04-30","2023-07-09","1995000","","3636","1941"
"73096701","19 Elmwood Road 4 2","19 ELMWOOD RD 4 2","2023-04-09","2023-04-12","2023-05-24","1995000","","3406","1935"
"73234569","22 Park Ave 5 3","22 PARK AVE 5 3","2024-05-07","2024-07-28","2024-09-12","1990000","","3927","1935"
"73234781","65 Kingsbury Street 4 3","65 KINGSBURY ST 4 3","2024-05-07","2024-05-12","2024-08-14","1975000","","3832","2004"
"73220537","20 Colburn Rd 3 2","20 COLBURN RD 3 2","2024-04-03","2024-04-08","2024-08-20","1975000","","3184","1935"
"73110754","39 Grantland Road 4 3","39 GRANTLAND RD 4 3","2023-05-11","2023-05-20","2023-07-17","1975000","","4524","1842"
"73429402","53 Mayo Rd 4 3","53 MAYO RD 4 3","2025-09-10","2025-09-17","2025-10-14","1950000","","2993","1950"
"73428834","39 Twitchell St 4 3","39 TWITCHELL ST 4 3","2025-09-09","2025-10-03","2025-11-25","1950000","","2475","1935"
"73350913","4 Middlesex St 5 3","4 MIDDLESEX ST 5 3","2025-03-26","2025-03-29","2025-05-15","1950000","","3005","1880"
"73324454","20 Westerly Street U:A 4 3","20 WESTERLY ST U:A 4 3","2025-01-07","2025-02-20","2025-03-18","1949000","","4257","2016"
"73393133","22 Willow Park 4 4","22 WILLOW PARK 4 4","2025-06-17","2025-06-30","2025-08-12","1948000","","4300","2016"
"73368024","30 Audubon Road 4 2","30 AUDUBON RD 4 2","2025-04-30","2025-05-04","2025-06-11","1948000","","3045","1940"
"73438196","42 Calvin Road 5 4","42 CALVIN RD 5 4","2025-09-30","2025-10-11","2025-12-04","1930000","","2962","1890"
"73141404","8 Commonwealth Park 4 4","8 COMMONWEALTH PARK 4 4","2023-07-26","2023-08-02","2023-09-20","1929000","","3839","1955"
"73344961","75 Leighton Rd 4 2","75 LEIGHTON RD 4 2","2025-03-12","2025-03-15","2025-04-17","1925000","","2773","1937"
"73164271","34 Upwey Rd 4 3","34 UPWEY RD 4 3","2023-09-26","2023-09-29","2023-11-14","1925000","","3286","1993"
"73155788","17 Crown Ridge Rd 4 2","17 CROWN RIDGE RD 4 2","2023-09-05","2023-09-09","2023-10-22","1925000","","3229","1998"
"73326600","47 Summit Road 4 2","47 SUMMIT RD 4 2","2025-01-14","2025-01-18","2025-04-13","1900000","","2322","1924"
"73170945","29 Sheridan Rd 4 3","29 SHERIDAN RD 4 3","2023-10-16","2024-01-07","2024-04-15","1899900","","3815","1945"
"73199754","28 Bancroft Road 5 4","28 BANCROFT RD 5 4","2024-02-05","2024-02-08","2024-04-28","1899000","","3038","1930"
"73446579","13 Cavanaugh Rd 4 2","13 CAVANAUGH RD 4 2","2025-10-21","2025-10-24","2025-12-01","1895000","","2965","1928"
"73357631","3 Pine Plain Rd 4 3","3 PINE PLAIN RD 4 3","2025-04-08","2025-04-12","2025-05-22","1895000","","3358","1927"
"73288268","64 Shore Road 6 5","64 SHORE RD 6 5","2024-09-10","2024-12-04","2025-01-28","1895000","","4102","1928"
"73284671","25 Thomas Rd 4 4","25 THOMAS RD 4 4","2024-09-03","2024-09-07","2024-10-24","1895000","","2470","1928"
"73253826","28 S River Street 4 2","28 S RIVER ST 4 2","2024-06-17","2024-06-20","2024-07-14","1895000","","2799","1874"
"73247639","3 Dudley Rd 4 3","3 DUDLEY RD 4 3","2024-06-04","2024-06-08","2024-08-13","1895000","","3135","1950"
"73189776","35 Pinewood 4 3","35 PINEWOOD 4 3","2024-01-01","2024-01-08","2024-03-14","1895000","","3157","2013"
"73116926","6 Appleby Rd 5 3","6 APPLEBY RD 5 3","2023-05-28","2023-06-18","2023-07-26","1895000","","3068","1916"
"73103793","14 Oakland Circle 4 3","14 OAKLAND CIR 4 3","2023-04-25","2023-05-06","2023-06-15","1895000","","3555","2018"
"73082879","137 Grove St 5 3","137 GROVE ST 5 3","2023-02-28","2023-03-12","2023-05-01","1895000","","2997","1922"
"73070038","87 Parker Rd 4 4","87 PARKER RD 4 4","2023-01-10","2023-01-16","2023-02-16","1895000","","2694","1940"
"73332955","25 Geraldine Drive 4 4","25 GERALDINE DR 4 4","2025-02-05","2025-02-08","2025-03-26","1880000","","3021","1969"
"73367412","8 Heckle St 3 3","8 HECKLE ST 3 3","2025-04-29","2025-05-09","2025-07-09","1875000","","2585","1926"
"73362592","4 Hampden Street 4 2","4 HAMPDEN ST 4 2","2025-04-21","2025-04-27","2025-07-20","1875000","","2860","1936"
"73333889","50 Fuller Brook Rd 4 3","50 FULLER BROOK RD 4 3","2025-02-09","2025-02-11","2025-04-06","1850000","","3063","1939"
"73109985","264 Wellesley Ave 4 3","264 WELLESLEY AVE 4 3","2023-05-09","2023-05-12","2023-06-04","1850000","","4209","1996"
"73425280","61 Mayo Road 3 2","61 MAYO RD 3 2","2025-09-02","2025-09-10","2025-09-29","1849000","","2360","1950"
"73385625","29 Brook Street 4 3","29 BROOK ST 4 3","2025-06-03","2025-07-15","2025-08-14","1849000","","2405","1965"
"73370824","9 Lafayette Cir 4 2","9 LAFAYETTE CIR 4 2","2025-05-06","2025-05-07","2025-08-06","1849000","","3200","1938"
"73387605","112 Woodside Ave 4 2","112 WOODSIDE AVE 4 2","2025-06-07","2025-06-14","2025-07-20","1835000","","2856","1995"
"73347026","96 Glen Rd 4 2","96 GLEN RD 4 2","2025-03-17","2025-03-21","2025-07-15","1825000","","2713","1950"
"73238890","4 Carver Road 4 2","4 CARVER RD 4 2","2024-05-14","2024-05-19","2024-06-17","1825000","","2858","1941"
"73214223","76 Crest Road 5 3","76 CREST RD 5 3","2024-03-19","2024-03-23","2024-05-02","1800000","","3365","1875"
"73116617","51 Radcliffe Road 5 3","51 RADCLIFFE RD 5 3","2023-05-25","2023-06-08","2023-09-28","1800000","","2764","1955"
"73079332","14 Benvenue Street 5 3","14 BENVENUE ST 5 3","2023-02-14","2023-02-19","2023-03-12","1800000","","3400","1932"
"73254439","7 Benton St 4 2","7 BENTON ST 4 2","2024-06-18","2024-06-23","2024-09-08","1799000","","2957","1925"
"73250011","209 Bristol Rd 4 2","209 BRISTOL RD 4 2","2024-06-09","2025-02-25","2025-03-24","1799000","","2866","1962"
"73090333","16 Fuller Brook Rd 4 4","16 FULLER BROOK RD 4 4","2023-03-21","2023-03-26","2023-06-01","1799000","","2867","1960"
"73057507","40 Haven Road 4 2","40 HAVEN RD 4 2","2022-11-09","2023-01-16","2023-02-13","1798000","","2944","1962"
"73411281","4 Arnold Rd 4 2","4 ARNOLD RD 4 2","2025-07-29","2025-08-06","2025-09-22","1795000","","3156","1864"
"73341375","4 Stevens Road 3 2","4 STEVENS RD 3 2","2025-03-04","2025-03-06","2025-04-22","1795000","","2521","1966"
"73305702","111 Pilgrim Rd 4 2","111 PILGRIM RD 4 2","2024-10-22","2024-10-27","2025-01-14","1795000","","2903","1956"
"73265696","96 Elmwood Rd. 4 2","96 ELMWOOD RD 4 2","2024-07-16","2024-08-02","2024-09-04","1795000","","2809","1963"
"73246390","5 Durant Rd 4 3","5 DURANT RD 4 3","2024-06-02","2024-06-08","2024-07-28","1795000","","3552","1924"
"73238555","95 Crest Rd 4 4","95 CREST RD 4 4","2024-05-14","2024-05-16","2024-07-31","1795000","","2941","1900"
"73231577","52 Denton Rd 4 2","52 DENTON RD 4 2","2024-04-30","2024-05-10","2024-07-08","1795000","","2244","1946"
"73231255","24 Standish Road 4 3","24 STANDISH RD 4 3","2024-04-30","2024-05-04","2024-06-23","1795000","","3103","1938"
"73214683","33 Benvenue Street 5 3","33 BENVENUE ST 5 3","2024-03-19","2024-03-24","2024-05-19","1795000","","3200","1936"
"73204330","170 Benvenue Street 5 3","170 BENVENUE ST 5 3","2024-02-20","2024-02-21","2024-04-07","1795000","","2465","1936"
"73200477","76 Washington Street 4 2","76 WASHINGTON ST 4 2","2024-02-06","2024-03-07","2024-04-08","1795000","","3265","1873"
"73123115","104 Westgate Rd 4 2","104 WESTGATE RD 4 2","2023-06-08","2023-06-10","2023-07-05","1795000","","2725","1960"
"73115905","37 Glen Road 6 3","37 GLEN RD 6 3","2023-05-23","2023-05-28","2023-07-17","1795000","","4479","1899"
"73075796","18 Elm Street 4 2","18 ELM ST 4 2","2023-02-01","2023-02-06","2023-05-04","1795000","","3051","1925"
"73237947","59 Avon Rd 4 2","59 AVON RD 4 2","2024-05-14","2024-05-18","2024-06-30","1775000","","3052","1927"
"73191596","99 Parker Road 4 3","99 PARKER RD 4 3","2024-01-07","2024-01-08","2024-02-29","1775000","","4799","1950"
"73055653","26 Woodridge Rd 4 2","26 WOODRIDGE RD 4 2","2022-11-03","2023-01-09","2023-03-07","1765000","","2597","1937"
"73083704","55 Atwood St 6 4","55 ATWOOD ST 6 4","2023-03-01","2023-04-22","2023-06-15","1755000","","2904","1911"
"73401053","21 Hickory Road 4 2","21 HICKORY RD 4 2","2025-07-07","2025-07-13","2025-08-25","1750000","","2654","1953"
"73357858","7 Madison Rd 5 2","7 MADISON RD 5 2","2025-04-09","2025-05-01","2025-06-08","1750000","","2028","1941"
"73252555","97 Elmwood Rd 5 3","97 ELMWOOD RD 5 3","2024-06-18","2024-06-21","2024-07-31","1750000","","3133","1953"
"73244404","9 Berkeley Rd 4 2","9 BERKELEY RD 4 2","2024-05-28","2024-07-30","2024-07-31","1750000","","2269","1947"
"73231815","6 Crestwood Drive 4 2","6 CRESTWOOD DR 4 2","2024-04-30","2024-05-02","2024-06-04","1750000","","2510","1958"
"73226126","37 Maugus Hill Rd 4 3","37 MAUGUS HILL RD 4 3","2024-04-18","2024-05-11","2024-06-16","1750000","","3851","1961"
"73214484","46 Leewood Rd 4 2","46 LEEWOOD RD 4 2","2024-03-19","2024-03-24","2024-05-05","1750000","","2500","1936"
"73374277","4 Granite St 4 3","4 GRANITE ST 4 3","2025-05-13","2025-06-02","2025-08-13","1749000","","2815","1952"
"73299831","4 Strathmore Road 4 2","4 STRATHMORE RD 4 2","2024-10-07","2024-10-10","2024-11-14","1749000","","2779","1928"
"73171298","3 Garrison Rd 4 3","3 GARRISON RD 4 3","2023-10-16","2023-10-19","2023-12-12","1749000","","2545","1948"
"73127568","50 Cartwright Road 4 2","50 CARTWRIGHT RD 4 2","2023-06-20","2023-08-09","2023-10-05","1749000","","2752","1964"
"73142991","36 S River 3 2","36 S RIVER 3 2","2023-07-31","2023-10-26","2023-12-05","1739900","","2868","2000"
"73285171","324 Linden St 6 5","324 LINDEN ST 6 5","2024-09-03","2024-09-08","2024-10-14","1725000","","3500","1892"
"73194187","89 Beechwood Rd 4 2","89 BEECHWOOD RD 4 2","2024-01-16","2024-01-21","2024-03-27","1725000","","2204","1953"
"73418977","29 Denton Rd 4 2","29 DENTON RD 4 2","2025-08-31","2025-09-14","2025-10-15","1700000","","2956","1921"
"73124492","25 Upson Rd 4 3","25 UPSON RD 4 3","2023-06-13","2023-08-14","2023-09-25","1699900","","2956","1994"
"73432093","6 Wilde Rd 3 2","6 WILDE RD 3 2","2025-09-16","2025-10-09","2026-01-05","1699000","","2668","1940"
"73380712","6 Willow Park 5 4","6 WILLOW PARK 5 4","2025-05-26","2025-06-16","2025-07-01","1699000","","3272","1951"
"73209279","24 Garrison Rd 4 2","24 GARRISON RD 4 2","2024-03-05","2024-03-09","2024-05-30","1699000","","2790","1938"
"73125023","45 Upson Road 4 3","45 UPSON RD 4 3","2023-06-13","2023-06-20","2023-08-27","1699000","","2500","1995"
"73103579","80 Kingsbury Street 5 2","80 KINGSBURY ST 5 2","2023-04-25","2023-05-01","2023-06-14","1699000","","2436","1910"
"73103140","93 Woodlawn Ave 3 2","93 WOODLAWN AVE 3 2","2023-04-25","2023-04-28","2023-06-04","1699000","","2351","1937"
"73100181","29 Brook Street 4 3","29 BROOK ST 4 3","2023-04-19","2023-04-21","2023-07-04","1699000","","2000","1965"
"73373337","145 Grove St 4 2","145 GROVE ST 4 2","2025-05-11","2025-05-27","2025-08-03","1695000","","2054","1920"
"73371164","117 Elmwood Rd 4 2","117 ELMWOOD RD 4 2","2025-05-06","2025-05-14","2025-06-29","1695000","","2170","1955"
"73347614","10 Springdale Ave 4 2","10 SPRINGDALE AVE 4 2","2025-03-18","2025-03-20","2025-05-21","1695000","","2255","1927"
"73250495","66 Denton Rd 5 3","66 DENTON RD 5 3","2024-06-10","2024-06-14","2024-07-01","1695000","","3337","1922"
"73247923","27 Forest Street 5 3","27 FOREST ST 5 3","2024-06-04","2024-06-27","2024-08-25","1695000","","3408","1892"
"73244048","2 Longfellow Rd 4 3","2 LONGFELLOW RD 4 3","2024-05-28","2024-06-01","2024-07-25","1695000","","2664","1953"
"73072042","5 Middlesex St 6 3","5 MIDDLESEX ST 6 3","2023-01-18","2023-01-23","2023-03-14","1695000","","3083","1906"
"73107009","66 Audubon Rd 3 2","66 AUDUBON RD 3 2","2023-05-02","2023-07-18","2023-08-17","1690000","","2360","1956"
"73241523","6 Spruce Park 3 2","6 SPRUCE PARK 3 2","2024-05-21","2024-05-27","2024-08-14","1689000","","2423","1936"
"73425270","19 Louis Drive 4 3","19 LOUIS DR 4 3","2025-09-02","2025-09-05","2025-12-02","1679000","","2820","1980"
"73248316","21 Madison Rd 4 3","21 MADISON RD 4 3","2024-06-05","2024-06-07","2024-08-11","1675000","","2684","1940"
"73083476","52 Beverly 4 2","52 BEVERLY 4 2","2023-03-01","2023-03-02","2023-04-30","1675000","","2499","1941"
"73071557","11 Vane St 3 2","11 VANE ST 3 2","2023-01-17","2023-01-19","2023-03-14","1675000","","1859","1936"
"73441844","17 Longfellow Road 4 2","17 LONGFELLOW RD 4 2","2025-10-08","2025-10-12","2025-10-22","1650000","","3040","1889"
"73374835","53 Madison Rd 4 2","53 MADISON RD 4 2","2025-05-13","2025-05-18","2025-06-24","1650000","","2514","1952"
"73247053","20 Bryn Mawr Rd 3 3","20 BRYN MAWR RD 3 3","2024-06-03","2024-06-07","2024-07-24","1650000","","2568","2007"
"73103814","110 Glen Rd 4 3","110 GLEN RD 4 3","2023-04-25","2023-04-30","2023-06-01","1650000","","3008","1977"
"73093116","8 Pine Ridge Rd 4 3","8 PINE RIDGE RD 4 3","2023-03-29","2023-03-30","2023-06-27","1650000","","2719","1925"
"73051015","10 Longfellow Rd 4 1","10 LONGFELLOW RD 4 1","2022-10-20","2022-11-14","2023-02-23","1650000","","2294","1931"
"73200463","14 Audubon Road 4 3","14 AUDUBON RD 4 3","2024-02-06","2024-02-10","2024-03-19","1649000","","2400","1952"
"73180693","31 Bay State Rd 3 2","31 BAY STATE RD 3 2","2023-11-14","2023-12-10","2024-03-04","1649000","","3000","1958"
"73262629","29 Brookfield Road 4 2","29 BROOKFIELD RD 4 2","2024-07-09","2024-07-28","2024-08-29","1625000","","2306","1947"
"73405389","14 Sunset 3 2","14 SUNSET 3 2","2025-07-15","2025-09-07","2025-10-23","1600000","","2652","1935"
"73366833","10 Paine St 3 2","10 PAINE ST 3 2","2025-04-29","2025-05-13","2025-06-22","1599000","","1826","1915"
"73112426","65 Audubon Rd 3 2","65 AUDUBON RD 3 2","2023-05-16","2023-05-17","2023-06-26","1599000","","2388","1955"
"73103136","42 Fuller Brook Rd 4 2","42 FULLER BROOK RD 4 2","2023-04-25","2023-04-29","2023-06-22","1599000","","2339","1952"
"73428859","50 Parker Road 4 2","50 PARKER RD 4 2","2025-09-09","2025-09-13","2025-11-13","1595000","","2147","1940"
"73367329","90 Edgemoor Ave 4 2","90 EDGEMOOR AVE 4 2","2025-04-29","2025-05-05","2025-07-10","1595000","","2659","1970"
"73357757","19 Orchard St 4 2","19 ORCHARD ST 4 2","2025-04-09","2025-05-01","2025-06-25","1595000","","2744","1947"
"73257377","7 Southwick Cir 5 2","7 SOUTHWICK CIR 5 2","2024-06-25","2024-07-13","2024-08-22","1595000","","2896","1942"
"73214132","17 Abbott Street 5 2","17 ABBOTT ST 5 2","2024-03-19","2024-03-24","2024-05-14","1595000","","2299","1906"
"73147983","200 Washington Street 4 3","200 WASHINGTON ST 4 3","2023-08-12","2023-12-27","2024-01-31","1595000","","2919","1863"
"73125043","5 Vane Street 4 3","5 VANE ST 4 3","2023-06-13","2023-06-18","2023-09-05","1595000","","2643","1954"
"73112687","54 Northgate Rd 4 2","54 NORTHGATE RD 4 2","2023-05-16","2023-05-19","2023-07-11","1595000","","2009","1952"
"73088011","10 Laurel Terrace 5 3","10 LAUREL TER 5 3","2023-03-14","2023-04-06","2023-06-08","1595000","","3018","1927"
"73085803","6 Pilgrim Rd 4 2","6 PILGRIM RD 4 2","2023-03-07","2023-03-12","2023-06-29","1595000","","2794","1976"
"73442600","4 Southwick Cir 3 1","4 SOUTHWICK CIR 3 1","2025-10-10","2025-10-11","2025-11-19","1580000","","2014","1942"
"73333753","17 Midland Rd 4 3","17 MIDLAND RD 4 3","2025-02-08","2025-02-13","2025-03-30","1575000","","2539","1924"
"73096761","41 Sawyer Rd 4 2","41 SAWYER RD 4 2","2023-04-09","2023-05-10","2023-07-20","1575000","","2032","1934"
"73219834","28 Lantern Lane 4 3","28 LANTERN LN 4 3","2024-04-02","2024-04-07","2024-08-08","1559000","","3450","1987"
"73277551","120 Crest Rd 3 1","120 CREST RD 3 1","2024-08-13","2024-08-22","2024-09-02","1555000","","2130","1928"
"73390286","106 Edgemoor Ave 3 2","106 EDGEMOOR AVE 3 2","2025-06-11","2025-06-28","2025-08-07","1545000","","2936","2016"
"73151639","447 Weston Road 4 3","447 WESTON RD 4 3","2023-08-22","2023-08-24","2023-10-22","1535000","","2076","1950"
"73422486","428 Weston Road 5 3","428 WESTON RD 5 3","2025-08-26","2025-10-22","2025-12-08","1534900","","2558","1938"
"73350117","112 Wellesley Ave 4 1","112 WELLESLEY AVE 4 1","2025-03-25","2025-03-30","2025-06-05","1525000","","2452","1928"
"73341778","6 Earle Rd. 4 2","6 EARLE RD 4 2","2025-03-04","2025-03-15","2025-05-01","1525000","","2384","1939"
"73432274","39 Standish Road 3 2","39 STANDISH RD 3 2","2025-09-16","2025-09-22","2025-11-11","1500000","","2154","1939"
"73208187","19 Wall St 3 2","19 WALL ST 3 2","2024-03-03","2024-03-12","2024-04-17","1500000","","2902","1940"
"73183834","3 Dexter Road 3 2","3 DEXTER RD 3 2","2023-11-28","2023-12-26","2024-01-17","1499999","","2597","1930"
"73371534","31 Bancroft 5 3","31 BANCROFT 5 3","2025-05-06","2025-05-15","2025-06-29","1499000","","2601","1927"
"73353228","6 Saunders Ter 3 2","6 SAUNDERS TER 3 2","2025-04-01","2025-04-03","2025-05-18","1499000","","1584","1925"
"73347906","11 Durant Rd 3 3","11 DURANT RD 3 3","2025-03-19","2025-03-23","2025-06-29","1499000","","2524","1930"
"73303014","47 Colburn Rd 3 2","47 COLBURN RD 3 2","2024-10-15","2024-10-20","2024-12-02","1499000","","2671","1928"
"73130590","52 Cottonwood Rd. 3 2","52 COTTONWOOD RD 3 2","2023-07-05","2024-01-17","2024-04-29","1498000","","3102","1970"
"73357500","77 Parker Rd 4 2","77 PARKER RD 4 2","2025-04-08","2025-04-12","2025-06-19","1495000","","2390","1938"
"73353723","12 Intervale Rd 3 2","12 INTERVALE RD 3 2","2025-04-01","2025-04-16","2025-05-19","1495000","","1880","1927"
"73347429","14 Curve Street 4 2","14 CURVE ST 4 2","2025-03-18","2025-03-23","2025-06-25","1495000","","2762","1915"
"73290953","2 Twitchell St 4 2","2 TWITCHELL ST 4 2","2024-09-16","2024-09-20","2024-10-21","1495000","","2470","1928"
"73168164","98 Parker Rd 3 3","98 PARKER RD 3 3","2023-10-08","2023-10-12","2023-11-30","1495000","","2495","1954"
"73128015","410 School St 5 3","410 SCHOOL ST 5 3","2023-06-20","2023-07-18","2023-08-24","1495000","","4507","2000"
"73113242","31 Woodfield Rd 3 2","31 WOODFIELD RD 3 2","2023-05-17","2023-05-24","2023-06-26","1495000","","2646","1952"
"73092550","97 Crest Rd 4 3","97 CREST RD 4 3","2023-03-28","2023-03-31","2023-05-31","1495000","","2476","1920"
"73076182","25 Crown Ridge Rd 4 2","25 CROWN RIDGE RD 4 2","2023-02-02","2023-02-09","2023-04-13","1495000","","2039","1947"
"73428820","56 Pine Plain Road 4 3","56 PINE PLAIN RD 4 3","2025-09-09","2025-09-15","2025-10-29","1475000","","2265","1937"
"73295020","5 Ivy Road 3 2","5 IVY RD 3 2","2024-09-24","2024-10-07","2024-12-12","1475000","","2170","1952"
"73238300","92 Parker Rd 3 2","92 PARKER RD 3 2","2024-05-14","2024-05-21","2024-08-13","1475000","","1812","1940"
"73159174","1 Brookfield Cir 4 2","1 BROOKFIELD CIR 4 2","2023-09-12","2023-09-17","2023-10-23","1475000","","2148","1938"
"73117713","36 Laurel Ave 3 2","36 LAUREL AVE 3 2","2023-05-30","2023-06-04","2023-07-09","1475000","","2513","1937"
