permit_record_id,permit_address,permit_date,permit_est_cost,mls_list_no,mls_address,mls_list_date,mls_settled_date,mls_sale_price,match_type,match_score,time_to_list_days,time_to_sale_days,sale_to_cost_ratio
"","24 Birch Rd 5 4","","","73232615","24 Birch Rd 5 4","2024-05-01","2024-07-21","","exact","1","","",""
"","103 Westgate Rd 4 3","","","73231055","103 Westgate Rd 4 3","2024-04-30","2024-06-24","","exact","1","","",""
"","12 Parker Road 5 5","","","73224491","12 Parker Road 5 5","2024-04-15","2024-06-06","","exact","1","","",""
"","43 MacArthur Road 4 4","","","73093831","43 MacArthur Road 4 4","2023-03-30","2023-06-15","","exact","1","","",""
"","19 Turner Road 4 4","","","73174641","19 Turner Rd 4 4","2023-10-25","2024-02-28","","exact","1","","",""
"","12 Wildon Road 5 4","","","73336462","12 Wildon Road 5 4","2025-02-18","2025-04-30","","exact","1","","",""
"","2 Summit Road 4 4","","","73405935","2 Summit Road 4 4","2025-07-16","2025-10-13","","exact","1","","",""
"","46 Lincoln Rd 4 3","","","73423858","46 Lincoln Rd 4 3","2025-08-31","2026-01-08","","exact","1","","",""
"","17 Paine St. 5 3","","","73106541","17 Paine St. 5 3","2023-05-02","2023-06-29","","exact","1","","",""
"","59 Madison Road 4 3","","","73334608","59 Madison Road 4 3","2025-02-11","2025-04-02","","exact","1","","",""
"","34 Bradford Road 5 3","","","73161481","34 Bradford Road 5 3","2023-09-19","2023-11-16","","exact","1","","",""
"","15 Colgate Rd 5 4","","","73104058","15 Colgate Rd 5 4","2023-04-26","2023-06-22","","exact","1","","",""
"","228 Grove St 4 3","","","73097987","228 Grove St 4 3","2023-04-11","2023-07-16","","exact","1","","",""
"","15 The Water Way 5 4","","","73195136","15 The Water Way 5 4","2024-01-18","2024-04-04","","exact","1","","",""
"","81 Hampshire Rd 4 2","","","73371461","81 Hampshire Rd 4 2","2025-05-06","2025-08-04","","exact","1","","",""
"","11 Roanoke Rd 5 5","","","73340801","11 Roanoke Rd 5 5","2025-03-03","2025-04-15","","exact","1","","",""
"","25 Brookdale Ave 4 3","","","73328263","25 Brookdale Ave 4 3","2025-01-21","2025-05-29","","exact","1","","",""
"","56 Woodcliff Rd 5 3","","","73284777","56 Woodcliff Rd 5 3","2024-09-03","2025-01-07","","exact","1","","",""
"","37 Garden Road 6 4","","","73238045","37 Garden Road 6 4","2024-05-14","2024-10-30","","exact","1","","",""
"","30 Stanford Road 5 2","","","73077434","30 Stanford Road 5 2","2023-02-07","2023-04-24","","exact","1","","",""
"","10 Cartwright Road 4 4","","","73424766","10 Cartwright Road 4 4","2025-09-02","2025-10-30","","exact","1","","",""
"","88 Albion Road 4 2","","","73284393","88 Albion Road 4 2","2024-09-02","2024-09-29","","exact","1","","",""
"","21 Windsor Rd 6 3","","","73146566","21 Windsor Rd 6 3","2023-08-08","2023-11-02","","exact","1","","",""
"","93 Seaver Street 5 5","","","73423978","93 Seaver Street 5 5","2025-09-01","2026-01-15","","exact","1","","",""
"","71 Maugus Ave 5 3","","","73290677","71 Maugus Ave 5 3","2024-09-15","2025-01-14","","exact","1","","",""
"","33 Damien Rd 4 2","","","73176336","33 Damien Rd 4 2","2023-10-31","2024-01-17","","exact","1","","",""
"","74 Oak Street 5 4","","","73185802","74 Oak Street 5 4","2023-12-06","2024-02-19","","exact","1","","",""
"","4 Arden Road 5 3","","","73357350","4 Arden Road 5 3","2025-04-08","2025-07-14","","exact","1","","",""
"","16 Hobart Rd 5 3","","","73047305","16 Hobart Rd 5 3","2022-10-11","2023-05-18","","exact","1","","",""
"","28 Clovelly 4 4","","","73444251","28 Clovelly 4 4","2025-10-14","2025-12-23","","exact","1","","",""
"","10 Allen Road 4 3","","","73432208","10 Allen Road 4 3","2025-09-16","2025-11-02","","exact","1","","",""
"","73 Greylock Rd 4 3","","","73385649","73 Greylock Rd 4 3","2025-06-03","2025-08-04","","exact","1","","",""
"","15 Barnstable Rd 4 4","","","73363613","15 Barnstable Rd 4 4","2025-04-22","2025-08-13","","exact","1","","",""
"","72 Great Plain Ave 4 4","","","73357165","72 Great Plain Ave 4 4","2025-04-08","2025-08-28","","exact","1","","",""
"","26 Cottage St. 5 3","","","73356755","26 Cottage St. 5 3","2025-04-07","2025-05-11","","exact","1","","",""
"","12 Cypress Rd 5 3","","","73353429","12 Cypress Rd 5 3","2025-04-01","2025-06-01","","exact","1","","",""
"","54 Fiske Road 4 3","","","73341262","54 Fiske Road 4 3","2025-03-04","2025-08-19","","exact","1","","",""
"","24 Arnold Road 3 2","","","73327189","24 Arnold Road 3 2","2025-01-16","2025-02-26","","exact","1","","",""
"","33 Chatham Cir 4 4","","","73251108","33 Chatham Cir 4 4","2024-06-11","2024-08-29","","exact","1","","",""
"","15 Ridge Hill Farm Rd 3 2","","","73245156","15 Ridge Hill Farm Rd 3 2","2024-05-29","2024-09-17","","exact","1","","",""
"","30 Park Avenue 5 3","","","73238402","30 Park Avenue 5 3","2024-05-14","2024-07-14","","exact","1","","",""
"","5 Caroline Street 3 3","","","73210342","5 Caroline Street 3 3","2024-03-07","2024-05-29","","exact","1","","",""
"","5 Eisenhower Circle 5 3","","","73090167","5 Eisenhower Circle 5 3","2023-03-21","2023-06-25","","exact","1","","",""
"","75 Maugus Ave 5 5","","","73325785","75 Maugus Ave 5 5","2025-01-12","2025-03-23","","exact","1","","",""
"","7 Turner Rd 5 3","","","73289132","7 Turner Rd 5 3","2024-09-11","2024-10-15","","exact","1","","",""
"","20 Manor Ave 4 5","","","73216552","20 Manor Ave 4 5","2024-03-25","2024-06-13","","exact","1","","",""
"","49 Longfellow Road 4 3","","","73372482","49 Longfellow Road 4 3","2025-05-08","2025-06-30","","exact","1","","",""
"","61 Eisenhower Cir 5 3","","","73366491","61 Eisenhower Cir 5 3","2025-04-29","2025-06-29","","exact","1","","",""
"","106 Wellesley Ave 5 3","","","73341631","106 Wellesley Ave 5 3","2025-03-04","2025-04-30","","exact","1","","",""
"","153 Lowell Road 5 3","","","73195038","153 Lowell Road 5 3","2024-01-18","2024-03-21","","exact","1","","",""
"","67 Maugus Ave 5 3","","","73174589","67 Maugus Ave 5 3","2023-10-25","2024-01-31","","exact","1","","",""
"","115 Woodlawn Ave 4 3","","","73057717","115 Woodlawn Ave 4 3","2022-11-10","2023-02-20","","exact","1","","",""
"","287 Oakland Street 5 5","","","73308980","287 Oakland Street 5 5","2024-11-01","2025-01-09","","exact","1","","",""
"","40 Wildon Rd 5 3","","","73357645","40 Wildon Rd 5 3","2025-04-08","2025-05-05","","exact","1","","",""
"","32 Standish Cir 2 2","","","73351929","32 Standish Cir 2 2","2025-04-02","2025-05-27","","exact","1","","",""
"","14 Haven Road 5 5","","","73208545","14 Haven Road 5 5","2024-03-04","2024-03-28","","exact","1","","",""
"","67 Overbrook Dr 5 4","","","73324463","67 Overbrook Dr 5 4","2025-01-07","2025-05-28","","exact","1","","",""
"","16 Woodfield Rd 5 4","","","73316529","16 Woodfield Rd 5 4","2024-12-01","2025-02-02","","exact","1","","",""
"","65 Temple Rd 5 3","","","73208152","65 Temple Rd 5 3","2024-03-03","2024-06-20","","exact","1","","",""
"","8 Lincoln Cir 4 3","","","73194963","8 Lincoln Cir 4 3","2024-01-18","2024-03-07","","exact","1","","",""
"","35 Grantland Road 5 4","","","73188174","35 Grantland Road 5 4","2023-12-18","2024-04-18","","exact","1","","",""
"","20 Summit Rd 4 4","","","72994542","20 Summit Rd 4 4","2022-06-07","2023-01-23","","exact","1","","",""
"","30 Southgate Road 4 2","","","73429178","30 Southgate Road 4 2","2025-09-09","2025-11-02","","exact","1","","",""
"","40 Carver Rd 4 4","","","73395333","40 Carver Rd 4 4","2025-06-22","2025-07-29","","exact","1","","",""
"","6 Dunedin Rd 4 4","","","73392925","6 Dunedin Rd 4 4","2025-06-17","2025-09-16","","exact","1","","",""
"","2 Woodway Rd 5 3","","","73379871","2 Woodway Rd 5 3","2025-05-25","2025-08-13","","exact","1","","",""
"","15 Swarthmore Rd 5 3","","","73290861","15 Swarthmore Rd 5 3","2024-09-16","2024-11-07","","exact","1","","",""
"","61 Beechwood Rd 5 4","","","73255934","61 Beechwood Rd 5 4","2024-06-20","2024-08-18","","exact","1","","",""
"","268 Grove St 4 4","","","73209680","268 Grove St 4 4","2024-03-06","2024-06-02","","exact","1","","",""
"","28 Clifford Street 4 5","","","73122794","28 Clifford Street 4 5","2023-06-07","2023-08-06","","exact","1","","",""
"","177 Hampshire Rd 5 2","","","73112641","177 Hampshire Rd 5 2","2023-05-16","2023-08-02","","exact","1","","",""
"","20 Dover Rd 4 3","","","73096992","20 Dover Rd 4 3","2023-04-10","2023-05-25","","exact","1","","",""
"","20 Hunnewell St 4 4","","","73094306","20 Hunnewell St 4 4","2023-04-01","2023-07-30","","exact","1","","",""
"","49 Tanglewood Rd 5 3","","","73090708","49 Tanglewood Rd 5 3","2023-03-22","2023-04-30","","exact","1","","",""
"","12 Longfellow Rd 4 3","","","73351451","12 Longfellow Rd 4 3","2025-03-26","2025-05-12","","exact","1","","",""
"","8 Hampden Street 4 3","","","73344695","8 Hampden Street 4 3","2025-03-11","2025-05-29","","exact","1","","",""
"","26 Thomas Rd 5 4","","","73232673","26 Thomas Rd 5 4","2024-05-02","2024-06-26","","exact","1","","",""
"","2 Roanoke Road 5 2","","","73230982","2 Roanoke Road 5 2","2024-04-30","2024-06-27","","exact","1","","",""
"","3 High Meadow Cir 5 3","","","73228338","3 High Meadow Cir 5 3","2024-04-23","2024-08-27","","exact","1","","",""
"","50 Upson Rd 4 3","","","73429146","50 Upson Rd 4 3","2025-09-09","2025-12-02","","exact","1","","",""
"","6 Marigold Avenue 4 4","","","73277988","6 Marigold Avenue 4 4","2024-08-13","2024-10-06","","exact","1","","",""
"","23 Louis Drive 4 3","","","73087171","23 Louis Drive 4 3","2023-03-12","2023-04-10","","exact","1","","",""
"","9 Claflin Rd 4 4","","","73083917","9 Claflin Rd 4 4","2023-03-02","2023-06-08","","exact","1","","",""
"","108 Forest St 5 3","","","73365450","108 Forest St 5 3","2025-04-27","2025-06-30","","exact","1","","",""
"","11 Fife Road 4 4","","","73178554","11 Fife Road 4 4","2023-11-07","2024-03-05","","exact","1","","",""
"","106 Great Plain Ave 4 4","","","73122387","106 Great Plain Ave 4 4","2023-06-07","2023-08-13","","exact","1","","",""
"","19 Ridge Hill Farm Road 2 3","","","73087183","19 Ridge Hill Farm Road 2 3","2023-03-12","2023-07-19","","exact","1","","",""
"","9 Pinewood Rd 4 4","","","73235701","9 Pinewood Rd 4 4","2024-05-08","2024-12-05","","exact","1","","",""
"","53 Abbott Road 3 2","","","73426838","53 Abbott Road 3 2","2025-06-01","2025-09-02","","exact","1","","",""
"","32 Standish Circle 6 4","","","73235543","32 Standish Circle 6 4","2024-03-03","2024-04-24","","exact","1","","",""
"","60 Chesterton Road 5 4","","","73134358","60 Chesterton Road 5 4","2023-07-09","2023-08-17","","exact","1","","",""
"","19 Marvin Road 4 3","","","73427595","19 Marvin Road 4 3","2025-09-07","2025-11-17","","exact","1","","",""
"","26 Harris Ave 5 4","","","73250791","26 Harris Ave 5 4","2024-06-10","2024-10-02","","exact","1","","",""
"","116 Glen Rd 4 4","","","73390453","116 Glen Rd 4 4","2025-06-11","2025-09-02","","exact","1","","",""
"","12 Pine Ridge Rd 5 3","","","73367547","12 Pine Ridge Rd 5 3","2025-04-29","2025-08-13","","exact","1","","",""
"","86 Abbott Rd 4 3","","","73313091","86 Abbott Rd 4 3","2024-11-14","2025-02-19","","exact","1","","",""
"","43 Elm St 4 3","","","73312130","43 Elm St 4 3","2024-11-12","2024-12-10","","exact","1","","",""
"","26 South Woodside Ave 4 3","","","73291417","26 South Woodside Ave 4 3","2024-09-17","2024-12-10","","exact","1","","",""
"","37 Hillside Rd 5 3","","","73235469","37 Hillside Rd 5 3","2024-05-08","2024-06-13","","exact","1","","",""
"","24 Forest Street 5 3","","","73235148","24 Forest Street 5 3","2024-05-07","2024-08-15","","exact","1","","",""
"","19 Bryn Mawr Road 4 4","","","73228682","19 Bryn Mawr Road 4 4","2024-04-24","2024-05-16","","exact","1","","",""
"","15 Shelley Road 4 5","","","73206684","15 Shelley Road 4 5","2024-02-27","2024-05-05","","exact","1","","",""
"","6 Cottage Street 5 3","","","73206294","6 Cottage Street 5 3","2024-02-27","2024-04-10","","exact","1","","",""
"","37 Boulder Rd 4 3","","","73183275","37 Boulder Rd 4 3","2023-11-27","2024-01-31","","exact","1","","",""
"","7 Pinevale Ave 4 4","","","73171402","7 Pinevale Ave 4 4","2023-10-17","2024-01-24","","exact","1","","",""
"","47 Audubon Rd 5 4","","","73166674","47 Audubon Rd 5 4","2023-10-03","2023-11-30","","exact","1","","",""
"","46 Fiske Road 5 3","","","73128823","46 Fiske Road 5 3","2023-06-22","2023-08-31","","exact","1","","",""
"","19 Brookdale Ave 4 3","","","73118323","19 Brookdale Ave 4 3","2023-05-30","2023-06-29","","exact","1","","",""
"","77 Audubon Road 4 2","","","73081055","77 Audubon Road 4 2","2023-02-21","2023-06-29","","exact","1","","",""
"","18 Halsey Ave 4 4","","","73071923","18 Halsey Ave 4 4","2023-01-17","2023-05-14","","exact","1","","",""
"","81 Garden Rd 5 3","","","73369835","81 Garden Rd 5 3","2025-05-04","2025-06-18","","exact","1","","",""
"","90 Brook St 5 3","","","73340340","90 Brook St 5 3","2025-03-02","2025-04-03","","exact","1","","",""
"","25 Bryn Mawr Rd 5 3","","","73405220","25 Bryn Mawr Rd 5 3","2025-07-15","2025-08-17","","exact","1","","",""
"","125 Manor Ave 4 3","","","73298438","125 Manor Ave 4 3","2024-10-02","2024-12-01","","exact","1","","",""
"","26 Pembroke Rd 4 2","","","73245528","26 Pembroke Rd 4 2","2024-05-30","2024-08-14","","exact","1","","",""
"","1 Richland Rd 4 2","","","73231820","1 Richland Rd 4 2","2024-04-30","2024-06-20","","exact","1","","",""
"","34 Bancroft Rd 4 3","","","73138433","34 Bancroft Rd 4 3","2023-07-18","2023-10-03","","exact","1","","",""
"","9 Oakland Street 5 2","","","73371220","9 Oakland Street 5 2","2025-05-06","2025-07-21","","exact","1","","",""
"","58 Norwich Road 4 3","","","73295964","58 Norwich Road 4 3","2024-09-26","2024-11-19","","exact","1","","",""
"","14 Meadowbrook Road 4 2","","","73228403","14 Meadowbrook Road 4 2","2024-04-23","2024-08-04","","exact","1","","",""
"","234 Lowell Rd 4 3","","","73378783","234 Lowell Rd 4 3","2025-05-21","2025-07-30","","exact","1","","",""
"","78 Forest Street 6 3","","","73212559","78 Forest Street 6 3","2024-03-13","2024-06-23","","exact","1","","",""
"","48 Jackson Rd 4 2","","","73206678","48 Jackson Rd 4 2","2024-02-27","2024-08-07","","exact","1","","",""
"","6 Bryn Mawr Rd 4 3","","","73196567","6 Bryn Mawr Rd 4 3","2024-01-24","2024-04-04","","exact","1","","",""
"","24 Arnold Rd 3 2","","","73327189","24 Arnold Road 3 2","2025-01-16","2025-02-26","","exact","1","","",""
"","Lot 53 Prospect St 4 3","","","73351269","Lot 53 Prospect St 4 3","2025-03-26","2025-06-09","","exact","1","","",""
"","1 Lafayette Circle 5 3","","","73366905","1 Lafayette Circle 5 3","2025-04-29","2025-05-28","","exact","1","","",""
"","47 Norwich Rd 5 3","","","73350183","47 Norwich Rd 5 3","2025-03-24","2025-05-22","","exact","1","","",""
"","58 Cottage Street 4 2","","","73349985","58 Cottage Street 4 2","2025-03-24","2025-06-24","","exact","1","","",""
"","23 Howe St 5 3","","","73345524","23 Howe St 5 3","2025-03-13","2025-06-11","","exact","1","","",""
"","23 McLean Street 4 3","","","73287892","23 McLean Street 4 3","2024-09-09","2024-10-24","","exact","1","","",""
"","21 Alden Rd 4 3","","","73225079","21 Alden Rd 4 3","2024-04-16","2024-07-14","","exact","1","","",""
"","42 Northgate Rd 4 2","","","73214325","42 Northgate Rd 4 2","2024-03-19","2024-06-30","","exact","1","","",""
"","20 Fells Rd 4 4","","","73112960","20 Fells Rd 4 4","2023-05-16","2023-07-13","","exact","1","","",""
"","60 Manor Avenue 5 4","","","73093056","60 Manor Avenue 5 4","2023-03-29","2023-07-11","","exact","1","","",""
"","2 Wildon Road 4 2","","","73238938","2 Wildon Road 4 2","2024-05-15","2024-08-15","","exact","1","","",""
"","78 Hunnewell St 5 4","","","73424991","78 Hunnewell St 5 4","2025-09-02","2026-01-01","","exact","1","","",""
"","85 Cedar Street 5 4","","","73362180","85 Cedar Street 5 4","2025-04-20","2025-07-30","","exact","1","","",""
"","66 Suffolk Road 4 4","","","73314811","66 Suffolk Road 4 4","2024-11-20","2025-01-07","","exact","1","","",""
"","53 Woodlawn Ave 5 3","","","73284589","53 Woodlawn Ave 5 3","2024-09-03","2024-10-16","","exact","1","","",""
"","19 Whittier Rd 4 3","","","73381440","19 Whittier Rd 4 3","2025-05-27","2025-07-30","","exact","1","","",""
"","40 Radcliffe 5 2","","","73314492","40 Radcliffe 5 2","2024-11-19","2025-04-24","","exact","1","","",""
"","3 Strathmore Road 3 2","","","73339377","3 Strathmore Road 3 2","2025-02-26","2025-07-20","","exact","1","","",""
"","145 Great Plain Avenue 4 4","","","73372283","145 Great Plain Avenue 4 4","2025-05-08","2025-07-02","","exact","1","","",""
"","77 Arnold Rd 4 3","","","73357718","77 Arnold Rd 4 3","2025-04-08","2025-05-08","","exact","1","","",""
"","15 Allen Rd 4 2","","","73313276","15 Allen Rd 4 2","2024-11-28","2025-03-02","","exact","1","","",""
"","16 Clifton Rd 4 3","","","73178655","16 Clifton Rd 4 3","2023-11-07","2024-01-04","","exact","1","","",""
"","19 River Glen Rd 4 2","","","73103148","19 River Glen Rd 4 2","2023-04-25","2023-07-27","","exact","1","","",""
"","45 White Oak Road 4 3","","","73040579","45 White Oak Road 4 3","2022-09-23","2023-03-30","","exact","1","","",""
"","51 Avon Rd 3 2","","","73234581","51 Avon Rd 3 2","2024-05-07","2024-07-14","","exact","1","","",""
"","33 Hunnewell St 4 3","","","73123293","33 Hunnewell St 4 3","2023-06-09","2023-08-17","","exact","1","","",""
"","33 Upwey Road 4 2","","","73353824","33 Upwey Road 4 2","2025-04-01","2025-07-30","","exact","1","","",""
"","201 Bristol Road 4 2","","","73343445","201 Bristol Road 4 2","2025-03-09","2025-06-29","","exact","1","","",""
"","44 Whittier Road 4 3","","","73287517","44 Whittier Road 4 3","2024-09-08","2024-11-07","","exact","1","","",""
"","39 Ingraham Road 4 3","","","73249364","39 Ingraham Road 4 3","2024-06-06","2024-07-30","","exact","1","","",""
"","14 Colgate Rd 4 3","","","73230146","14 Colgate Rd 4 3","2024-04-28","2024-07-17","","exact","1","","",""
"","21 Washburn Ave 3 3","","","73214445","21 Washburn Ave 3 3","2024-03-19","2024-05-09","","exact","1","","",""
"","76 McLean St 5 3","","","73159268","76 McLean St 5 3","2023-09-12","2023-12-14","","exact","1","","",""
"","94 Suffolk Rd 4 3","","","73106813","94 Suffolk Rd 4 3","2023-05-02","2023-06-21","","exact","1","","",""
"","61 Eisenhower Cir 5 3","","","73366491","61 Eisenhower Cir 5 3","2025-04-29","2025-06-29","","exact","1","","",""
"","28 Mansfield Rd 5 4","","","73355213","28 Mansfield Rd 5 4","2025-04-03","2025-04-03","","exact","1","","",""
"","55 High Ledge Ave 4 3","","","73348474","55 High Ledge Ave 4 3","2025-03-20","2025-05-15","","exact","1","","",""
"","17 Russell Road 4 2","","","73060756","17 Russell Road 4 2","2022-11-25","2023-01-25","","exact","1","","",""
